,Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nationality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
60,single,Over 23 years old,1.0,Advertising and Marketing Management,daytime,Secondary education,133.1,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,100.0,no,no,no,yes,male,no,32.0,no,0.0,6.0,11.0,5.0,11.8,0.0,0.0,6.0,11.0,4.0,12.0,0.0,16.2,0.3,-0.92,Enrolled
61,single,2nd phase - general contingent,2.0,Basic Education,daytime,Secondary education,134.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",121.0,yes,no,no,yes,female,no,20.0,no,0.0,6.0,8.0,4.179042378738802,12.0,0.0,0.0,6.0,7.0,5.0,10.8,0.0,10.8,1.4,1.74,Enrolled
62,married,Over 23 years old,1.0,Agronomy,daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,140.0,no,no,yes,no,male,no,41.0,no,0.0,6.0,10.0,3.0,9.999381453987953,0.0,0.0,6.0,10.0,3.0,11.0,0.0,12.4,0.5,1.79,Dropout
63,single,Over 23 years old,1.0,Veterinary Nursing,daytime,Higher education - bachelor's degree,140.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Other Situation,Other Situation,130.0,no,no,no,yes,female,no,25.0,no,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,12.7,3.7,-1.7,Dropout
64,single,1st phase - general contingent,3.0,Basic Education,daytime,Secondary education,113.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Unskilled Workers,107.0,yes,no,no,yes,female,no,20.0,no,0.0,6.0,10.0,5.0,12.6,0.0,0.0,6.0,9.0,3.0,11.0,0.0,12.7,3.7,-1.7,Enrolled
65,single,1st phase - general contingent,1.0,Informatics Engineering,daytime,Secondary education,160.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",152.0,yes,no,no,yes,male,no,19.0,no,0.0,5.0,8.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,9.4,-0.8,-3.12,Dropout
66,divorced,Over 23 years old,1.0,Nursing,daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",136.0,no,no,no,yes,female,yes,32.0,no,0.0,7.0,7.0,0.0,0.0,0.0,0.1369956782004134,8.0,9.0,0.0,0.0,0.0,13.9,-0.3,0.79,Dropout
67,divorced,Over 23 years old,1.0,Social Service (evening attendance),evening,Secondary education,120.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,117.0,no,no,no,yes,female,yes,35.0,no,0.0,6.0,8.0,6.0,11.333333333333334,0.0,0.0,6.0,9.0,6.0,11.833333333333334,0.0,15.5,2.8,-4.06,Graduate
68,single,1st phase - general contingent,1.0,Agronomy,daytime,Technological specialization course,160.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",160.0,no,no,yes,no,male,no,23.0,no,0.1882140226344338,6.0,6.0,0.0,0.0,0.0,0.0,6.0,8.0,0.0,0.0,0.0,15.5,2.8,-4.06,Dropout
69,married,Over 23 years old,1.0,Basic Education,daytime,Secondary education,100.0,Portuguese,Higher Education - Degree,Higher Education - Degree,Administrative staff,Specialists in Intellectual and Scientific Activities,140.0,no,no,no,yes,female,no,30.0,no,0.0,7.0,12.0,5.0,12.16,0.0,0.0,7.0,10.0,7.0,11.428571428571429,0.0,12.4,0.5,1.79,Enrolled
70,single,1st phase - general contingent,1.0,Advertising and Marketing Management,daytime,Secondary education,128.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",124.0,no,no,no,yes,male,yes,20.0,no,0.0,5.0,7.0,5.0,14.166666666666666,0.0,0.0,5.0,7.0,5.0,13.6,0.0,9.4,-0.8,-3.12,Graduate
71,single,Short cycle diploma holders,1.0,Agronomy,daytime,Professional higher technical course,140.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,cleaning workers,"Office workers, secretaries in general and data processing operators",140.0,no,no,yes,yes,male,no,21.0,no,1.0,7.0,14.0,7.0,12.545454545454543,0.0,3.0,9.0,11.0,4.0,12.666666666666666,0.06184842133729971,8.9,1.4,3.51,Enrolled
72,single,Change of course,1.0,Tourism,daytime,Secondary education,140.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Intermediate Level Technicians and Professions,140.0,yes,no,no,yes,male,no,23.0,no,0.0,6.0,13.0,4.0,12.0,0.0,0.0,6.0,13.0,3.0,11.333333333333334,0.0,9.4,-0.8,-3.12,Dropout
73,single,1st phase - general contingent,3.0,Journalism and Communication,daytime,Secondary education,131.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative staff,Student,118.0,yes,no,no,yes,male,no,18.0,no,0.0,6.0,6.0,6.0,12.166666666666666,0.0,0.0,6.0,7.0,4.007985601919744,12.166666666666666,0.0,12.4,0.5,1.79,Graduate
74,single,2nd phase - general contingent,2.0,Journalism and Communication,daytime,Secondary education,150.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,129.0,yes,no,no,yes,female,yes,18.0,no,0.0,6.0,7.0,6.0,14.428571428571429,0.0,0.0,6.0,6.0,6.0,14.5,0.0,7.6,2.6,0.32,Graduate
75,single,1st phase - general contingent,1.0,Informatics Engineering,daytime,Secondary education,136.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",120.0,yes,no,no,yes,male,no,18.0,no,0.0,5.0,6.0,5.0,13.2,0.0,0.0,5.0,5.0,4.0,14.75,0.0,7.6,2.6,-0.08006514178705189,Graduate
76,single,Technological specialization diploma holders,1.0,Animation and Multimedia Design,daytime,Technological specialization course,160.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",160.0,no,no,yes,yes,female,no,30.0,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5,2.8,-4.06,Dropout
77,married,1st phase - general contingent,2.0,Nursing,daytime,Secondary education,168.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Intermediate Level Technicians and Professions,166.0,no,no,no,yes,female,yes,19.0,no,0.0,5.891845035673802,8.0,8.0,14.935,0.0,0.0,8.0,8.0,8.0,14.935,0.0,9.4,-0.8,-3.12,Graduate
78,single,2nd phase - general contingent,1.0,Management,daytime,Secondary education,108.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",107.0,yes,no,no,yes,male,no,20.0,no,0.0,5.0,11.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,9.4,1.2298957284038008,-3.12,Dropout
79,single,2nd phase - general contingent,2.0,Tourism,daytime,Secondary education,130.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",119.0,no,no,no,no,male,no,20.0,no,0.0,6.0,15.0,2.0,11.0,0.0,0.0,6.0,12.0,0.0,0.0,0.0,9.4,-0.8,-3.12,Dropout
80,single,Technological specialization diploma holders,1.0,Social Service,daytime,Technological specialization course,130.0,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",131.0,yes,no,no,yes,female,no,19.0,no,3.0,6.0,7.0,6.0,11.571428571428571,0.0,2.0,6.0,7.0,5.0,12.8,0.0,12.4,0.5,1.79,Graduate
81,single,1st phase - general contingent,1.0,Social Service,daytime,Secondary education,126.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Installation and Machine Operators and Assembly Workers,116.0,no,no,no,yes,female,no,19.0,no,0.0,6.0,7.0,6.0,14.714285714285714,0.0,0.0,6.0,6.0,6.0,15.0,0.0,13.9,-0.3,-0.08006514178705189,Graduate
82,single,1st phase - general contingent,1.0,Management,daytime,Secondary education,132.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",127.0,yes,no,no,yes,male,yes,20.0,no,0.0,5.0,5.0,5.0,14.0,0.0,0.0,5.0,5.0,5.0,13.8,0.0,12.4,0.5,1.79,Graduate
83,single,Technological specialization diploma holders,1.0,Veterinary Nursing,daytime,Technological specialization course,140.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Administrative staff,140.0,yes,no,no,yes,female,no,20.0,no,2.0,6.0,9.0,6.0,12.0,0.0,1.0,6.0,11.0,3.0,12.0,0.0,13.9,-0.3,0.79,Graduate
84,single,1st phase - general contingent,2.0,Tourism,daytime,Secondary education,124.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,121.0,yes,no,no,yes,female,no,20.0,no,0.0,6.0,7.0,6.0,12.333333333333334,0.0,0.0,6.0,9.0,5.0,11.0,0.0,7.6,2.6,0.32,Enrolled
85,married,Over 23 years old,1.0,Advertising and Marketing Management,daytime,Secondary education,140.0,Portuguese,Unknown,Unknown,Student,Student,107.0,yes,no,no,yes,female,no,25.0,no,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,7.6,2.6,0.32,Dropout
86,single,1st phase - general contingent,3.0,Nursing,daytime,Secondary education,128.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Degree,Administrative staff,Specialists in Intellectual and Scientific Activities,120.0,yes,no,no,yes,female,no,19.0,no,0.0,7.0,7.0,6.0,13.7,0.0,0.0,7.0,7.0,6.0,13.7,0.0,7.6,2.6,0.32,Graduate
87,married,Over 23 years old,1.6440843447013356,Social Service,daytime,Secondary education,132.3824218076714,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",110.0,no,no,no,yes,female,yes,41.0,no,0.0,6.0,8.0,6.0,15.0,0.0,0.0,6.0,7.0,6.0,14.0,0.0,15.5,2.8,-4.06,Graduate
88,single,Over 23 years old,1.0,Management,daytime,Secondary education,132.3824218076714,Portuguese,Higher Education - Degree,Basic education 1st cycle (4th/5th year) or equiv.,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,120.0,no,no,yes,yes,male,no,31.0,no,0.0,5.0,9.0,2.0,10.0,0.0,0.0,5.0,8.0,2.0,11.333333333333334,2.0,16.2,0.3,-0.92,Dropout
89,single,1st phase - general contingent,1.0,Nursing,daytime,Secondary education,140.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Intermediate Level Technicians and Professions,Installation and Machine Operators and Assembly Workers,127.0,no,no,no,yes,female,no,21.0,no,0.0,7.0,11.0,7.0,11.971428571428572,0.0,0.0,8.0,11.0,7.0,11.971428571428572,0.0,12.7,3.7,-1.7,Enrolled
90,single,1st phase - general contingent,1.0,Communication Design,daytime,Secondary education,120.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",113.0,yes,no,no,yes,female,no,20.0,no,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,13.9,-0.3,0.79,Dropout
91,single,1st phase - general contingent,1.0,Veterinary Nursing,daytime,Secondary education,133.1,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Unskilled Workers,143.0,yes,no,no,yes,female,no,22.279178162920896,no,0.0,5.0,5.0,5.0,13.8,0.0,0.0,5.0,5.0,5.0,12.6,0.0,10.8,1.4,1.74,Graduate
92,single,1st phase - general contingent,1.0,Social Service,daytime,Secondary education,133.1,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",101.0,no,no,no,yes,female,no,22.279178162920896,no,0.0,6.0,7.0,5.0,11.6,0.0,0.0,6.0,8.0,4.007985601919744,11.0,0.0,15.5,2.8,-4.06,Enrolled
93,single,Change of institution/course,1.0,Social Service (evening attendance),evening,Secondary education,160.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",Administrative staff,150.0,no,no,yes,yes,female,no,21.0,no,7.0,14.0,19.0,9.0,13.555555555555555,0.0,6.0,11.0,12.0,8.0,13.625,0.0,11.1,0.6,2.02,Enrolled
94,single,Technological specialization diploma holders,1.0,Agronomy,daytime,Technological specialization course,140.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Personal Services, Security and Safety Workers and Sellers","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",140.0,yes,no,no,yes,female,yes,20.0,no,0.0,6.0,7.0,5.0,13.4,0.0,0.0,6.0,9.0,5.0,12.857142857142858,0.0,16.2,0.3,-0.92,Graduate
95,single,2nd phase - general contingent,1.0,Nursing,daytime,Higher education - degree,120.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",120.0,no,no,no,yes,male,no,19.0,no,0.0,6.0,0.0,4.179042378738802,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,13.9,-0.3,0.79,Dropout
96,single,3rd phase - general contingent,1.0,Veterinary Nursing,daytime,Secondary education,133.1,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,115.0,yes,no,no,yes,female,no,21.0,no,0.0,6.0,10.0,4.179042378738802,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,11.1,1.2298957284038008,2.02,Dropout
97,single,1st phase - general contingent,1.0,Nursing,daytime,Secondary education,132.3824218076714,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",132.0,no,no,no,yes,male,no,19.0,no,0.0,8.0,9.0,7.0,12.828571428571427,0.0,0.0,8.0,9.0,7.0,12.828571428571427,0.0,12.7,3.7,-1.7,Graduate
98,single,Technological specialization diploma holders,1.0,Social Service,daytime,Technological specialization course,130.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Degree,Intermediate Level Technicians and Professions,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",130.0,yes,no,no,yes,female,no,21.0,no,3.0,6.0,7.0,6.0,13.0,0.0,2.0,6.0,7.0,6.0,13.266666666666666,0.0,11.1,0.6,2.02,Graduate
99,married,Over 23 years old,1.0,Management,daytime,Secondary education,133.1,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,120.0,no,no,no,yes,female,no,32.0,no,0.0,5.0,8.0,3.0,11.0,0.0,0.0,5.0,9.0,3.0,12.333333333333334,0.0,9.4,-0.8,-3.12,Enrolled
100,single,2nd phase - general contingent,1.0,Agronomy,daytime,Secondary education,137.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",127.0,no,no,no,yes,male,yes,18.0,no,0.0,6.0,8.0,6.0,13.5,0.0,0.0,6.0,10.0,4.0,14.8,0.0,8.9,1.4,3.51,Graduate
101,single,Technological specialization diploma holders,1.0,Agronomy,daytime,Technological specialization course,130.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic education 1st cycle (4th/5th year) or equiv.,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",130.0,yes,no,no,yes,male,no,23.0,no,0.0,6.0,8.0,3.0,11.0,0.0,0.0,6.0,15.0,0.0,0.0,0.0,15.5,2.8,-4.06,Dropout
102,single,2nd phase - general contingent,4.0,Nursing,daytime,Secondary education,155.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,127.0,yes,no,no,yes,female,no,18.0,no,0.0,7.0,7.0,6.0,13.966666666666669,1.0,0.1369956782004134,7.0,7.0,6.0,13.966666666666669,1.0,7.6,2.6,0.32,Graduate
103,married,Over 23 years old,1.0,Informatics Engineering,daytime,Secondary education,133.1,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Installation and Machine Operators and Assembly Workers,123.0,no,no,no,yes,male,no,32.0,no,0.0,5.0,6.0,3.0,13.333333333333334,0.0,0.0,5.0,5.0,0.0,0.0,0.0,9.4,-0.8,-3.12,Dropout
104,single,1st phase - general contingent,1.0,Animation and Multimedia Design,daytime,Secondary education,140.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Unskilled Workers,137.0,yes,no,no,yes,female,no,19.0,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.007985601919744,0.0,0.0,9.4,-0.8,-3.12,Dropout
105,single,Over 23 years old,1.0,Nursing,daytime,Secondary education,140.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Technological specialization course,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,120.0,yes,no,no,yes,female,yes,24.0,no,0.0,8.0,12.0,7.0,12.714285714285714,0.0,0.0,8.0,12.0,4.007985601919744,12.714285714285714,0.0,12.7,3.7,-1.7,Graduate
106,single,1st phase - general contingent,1.0,Veterinary Nursing,daytime,Secondary education,118.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Armed Forces Professions,110.0,yes,no,yes,yes,female,no,19.0,no,0.0,6.0,13.0,3.0,11.666666666666666,0.0,0.0,6.0,12.0,3.0,11.0,0.06184842133729971,12.4,0.5,1.79,Enrolled
107,single,1st phase - general contingent,1.0,Animation and Multimedia Design,daytime,Secondary education,130.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Armed Forces Professions,118.0,yes,no,yes,no,male,no,19.0,no,0.0,0.0,0.0,0.0,9.999381453987953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,-0.8,-3.12,Dropout
108,single,1st phase - general contingent,1.0,Social Service,daytime,Secondary education,120.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic education 1st cycle (4th/5th year) or equiv.,Administrative staff,Unskilled Workers,125.03061934585944,no,no,no,yes,female,no,20.0,no,0.0,6.0,9.0,5.0,12.5,0.0,0.1369956782004134,6.0,7.0,6.0,13.285714285714286,0.0,11.1,0.6,2.02,Graduate
